# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = GO_bp:go_regulation_of_anatomical_structure_morphogenesis (set)
# _SET1_  NGENES = 995
# _SET1_  P-VALUE = 3.11454e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000122707     9   35986430   36174448    602      47  35986     -0.82074      0.73661    1.2212e-15     -0.82074
_SET1_   ENSG00000135048     9   74248282   74481606    672      48  35986     -0.85221      0.75007    1.2212e-15     -0.85221
_SET1_   ENSG00000135046     9   75716673   75835309    405      42  35986       1.3874     0.058522    1.3323e-15       1.3874
_SET1_   ENSG00000148053     9   87233466   87688505   1277      71  35986     -0.66027      0.67585    1.2212e-15     -0.66027
_SET1_   ENSG00000187764     9   91925702   92163045    784      54  35986       2.9393   0.00091546    1.3323e-15       2.9393
_SET1_   ENSG00000169071     9   94275373   94762444   1846      88  35986     -0.13838      0.45818    1.2212e-15     -0.13838
_SET1_   ENSG00000106819     9   95168487   95294788    314      17  35986      -1.6123      0.92525    1.3323e-15      -1.6123
_SET1_   ENSG00000127084     9   95659733   95848518    624      41  35986       0.8243      0.15447    1.2212e-15       0.8243
_SET1_   ENSG00000106799     9  101816320  101966474    302      28  35986      0.31819      0.32688    1.2212e-15      0.31819
_SET1_   ENSG00000136826     9  110197133  110302763    345      48  35986      0.12714      0.39925    1.2212e-15      0.12714
_SET1_   ENSG00000243444     9  112353068  112763755   1548      99  35986       0.2693      0.31432    1.2212e-15       0.2693
_SET1_   ENSG00000198121     9  113585543  113850981    942      69  35986     -0.71475      0.69267    1.2212e-15     -0.71475
_SET1_   ENSG00000095261     9  123527774  123655262    208      19  35986        2.125     0.010833    1.3323e-15        2.125
_SET1_   ENSG00000106804     9  123664616  123862554    475      25  35986      0.30312      0.30679    1.2212e-15      0.30312
_SET1_   ENSG00000136848     9  124279336  124597809    846      79  35986      0.52699       0.2391    1.2212e-15      0.52699
_SET1_   ENSG00000148204     9  126068449  126192603    382      44  35986       2.2823    0.0070959    1.3323e-15       2.2823
_SET1_   ENSG00000136930     9  127065745  127227723    344      31  35986      0.58072       0.2211    1.2212e-15      0.58072
_SET1_   ENSG00000136830     9  130217618  130391268    445      38  35986       -1.316      0.87066    1.3323e-15       -1.316
_SET1_   ENSG00000106991     9  130527291  130667035    314      45  35986      -1.9878      0.96807    1.3323e-15      -1.9878
_SET1_   ENSG00000097007     9  133539333  133813062    829      55  35986     -0.69797      0.69877    1.2212e-15     -0.69797
_SET1_   ENSG00000186350     9  137158944  137382431    797      66  35986      -0.3415      0.57243    1.2212e-15      -0.3415
_SET1_   ENSG00000130635     9  137483620  137786686   1465     134  35986     -0.53164      0.63611    1.2212e-15     -0.53164
_SET1_   ENSG00000130558     9  137917268  138063025    725      73  35986      -1.3191       0.8724    1.3323e-15      -1.3191
_SET1_   ENSG00000130559     9  138650333  138849074    540      38  35986       -1.684      0.93533    1.3323e-15       -1.684
_SET1_   ENSG00000148400     9  139338896  139490314    447      54  35986     -0.25296      0.53977    1.2212e-15     -0.25296
_SET1_   ENSG00000186193     9  139906581  140015040    284      28  35986     -0.15483      0.48915    1.2212e-15     -0.15483
_SET1_   ENSG00000176884     9  139982842  140113207    312      35  35986      -1.0084      0.79572    1.3323e-15      -1.0084
_SET1_   ENSG00000176248     9  140019236  140132989    247      37  35986      -1.5566      0.91752    1.3323e-15      -1.5566
_SET1_   ENSG00000198435     9  140144083  140246703    261      41  35986        0.393      0.29754    1.2212e-15        0.393
_SET1_   ENSG00000165802     9  140292022  140403786    218      42  35986     -0.69279      0.70025    1.2212e-15     -0.69279
_SET1_   ENSG00000107485    10    8045567    8167161    517      67  35986     -0.28189      0.54562    1.2212e-15     -0.28189
_SET1_   ENSG00000095739    10   28916271   29021868    329      43  35986       1.9672     0.015738    1.3323e-15       1.9672
_SET1_   ENSG00000165757    10   30251729   30454423    515      42  35986      0.80072      0.15816    1.2212e-15      0.80072
_SET1_   ENSG00000150093    10   33139247   33344720    632      38  35986      -1.1608      0.83807    1.3323e-15      -1.1608
_SET1_   ENSG00000099250    10   33416420   33675190   1008      70  35986      0.36109      0.29161    1.2212e-15      0.36109
_SET1_   ENSG00000165731    10   43522475   43675799    530      38  35986     -0.61163      0.66563    1.2212e-15     -0.61163
_SET1_   ENSG00000107562    10   44743038   44931941    762      53  35986      -0.5379      0.63836    1.2212e-15      -0.5379
_SET1_   ENSG00000172661    10   46172648   46338409    250      17  35986      0.18779      0.37701    1.2212e-15      0.18779
_SET1_   ENSG00000128802    10   48363092   48466853    233      47  35986      0.13964      0.39355    1.2212e-15      0.13964
_SET1_   ENSG00000107984    10   54024056   54127802    261      28  35986      0.56829      0.22504    1.2212e-15      0.56829
_SET1_   ENSG00000096717    10   69594427   69728147    344      19  35986      -1.7814      0.94501    1.3323e-15      -1.7814
_SET1_   ENSG00000165730    10   70537298   70705188    481      32  35986      0.97579      0.12937    1.2212e-15      0.97579
_SET1_   ENSG00000122859    10   71281454   71382994    379      57  35986       1.4427     0.053471    1.3323e-15       1.4427
_SET1_   ENSG00000156574    10   72142071   72257707    300      37  35986      0.88079      0.14889    1.2212e-15      0.88079
_SET1_   ENSG00000138279    10   75084859   75223834    213       7  35986      -1.2204      0.90887    1.3323e-15      -1.2204
_SET1_   ENSG00000214655    10   75495340   75611551    150      14  35986      0.60813       0.2161    1.2212e-15      0.60813
_SET1_   ENSG00000107779    10   88466407   88742595    751      38  35986      0.79055       0.1615    1.2212e-15      0.79055
_SET1_   ENSG00000173269    10   88645297   88779238    391      38  35986      0.33997      0.30238    1.2212e-15      0.33997
_SET1_   ENSG00000171862    10   89572870   89781687    347      33  35986      -1.3476      0.88683    1.3323e-15      -1.3476
_SET1_   ENSG00000198060    10   94000920   94163721    300      16  35986     -0.32976      0.54292    1.2212e-15     -0.32976
_SET1_   ENSG00000152804    10   94397945   94505403    304      26  35986     -0.41111      0.60504    1.2212e-15     -0.41111
_SET1_   ENSG00000155256    10   99446878   99570664    385      32  35986      -1.4236      0.89956    1.3323e-15      -1.4236
_SET1_   ENSG00000120057    10   99476508   99581709    330      24  35986      -1.5367      0.91379    1.3323e-15      -1.5367
_SET1_   ENSG00000166135    10  102238829  102369755    254       9  35986      0.30151      0.31735    1.2212e-15      0.30151
_SET1_   ENSG00000075891    10  102445360  102639698    457      50  35986      -0.3987      0.58825    1.2212e-15      -0.3987
_SET1_   ENSG00000095539    10  102679275  102795628    226      33  35986      -1.2853      0.86762    1.3323e-15      -1.2853
_SET1_   ENSG00000107831    10  103479899  103585854    112      18  35986      0.87061      0.15197    1.2212e-15      0.87061
_SET1_   ENSG00000187164    10  118593742  118936097    457      29  35986       2.1827    0.0093474    1.3323e-15       2.1827
_SET1_   ENSG00000165650    10  118990000  119184978    550      28  35986      0.95489        0.132    1.2212e-15      0.95489
_SET1_   ENSG00000066468    10  123187848  123407972    570      72  35986     -0.15167      0.49539    1.2212e-15     -0.15167
_SET1_   ENSG00000019995    10  126580692  126726758    466      27  35986      -1.6283      0.92569    1.3323e-15      -1.6283
_SET1_   ENSG00000148848    10  127650950  128127024   1654     109  35986      0.88443      0.12814    1.2212e-15      0.88443
_SET1_   ENSG00000150760    10  128543978  129300781   2455     169  35986     0.081188      0.36188    1.2351e-15     0.081188
_SET1_   ENSG00000176171    10  133731578  133845435    407      39  35986       1.1316     0.093618    1.3323e-15       1.1316
_SET1_   ENSG00000171798    10  134923951  135089916    826      53  35986      0.41912      0.26595    1.2212e-15      0.41912
_SET1_   ENSG00000185627    11     186546     302983    537      38  35986     -0.44266      0.59777    1.2212e-15     -0.44266
_SET1_   ENSG00000023191    11     444512     557300    509      24  35986     -0.91914      0.77321    1.2212e-15     -0.91914
_SET1_   ENSG00000183020    11     874894    1062239    572      30  35986    -0.032564      0.42405    1.2282e-15    -0.032564
_SET1_   ENSG00000174672    11    1361129    1533919    854      51  35986      0.89192      0.13571    1.2212e-15      0.89192
_SET1_   ENSG00000177105    11    3798208    3912213    366      35  35986     -0.14171      0.48006    1.2212e-15     -0.14171
_SET1_   ENSG00000167323    11    3825757    4164439    893      35  35986     -0.77388      0.70508    1.2212e-15     -0.77388
_SET1_   ENSG00000166333    11    6574961    6682102    250      45  35986      0.17378      0.37073    1.2212e-15      0.17378
_SET1_   ENSG00000148926    11   10276227   10378944    324      19  35986     -0.24271      0.51187    1.2212e-15     -0.24271
_SET1_   ENSG00000197702    11   12348732   12602348    877      98  35986      0.25419      0.33533    1.2212e-15      0.25419
_SET1_   ENSG00000256206    11   14465329   14591890    192      18  35986      -1.0219      0.79559    1.3323e-15      -1.0219
_SET1_   ENSG00000129084    11   14465329   14715181    385      28  35986      -1.4208      0.89126    1.3323e-15      -1.4208
_SET1_   ENSG00000152270    11   14615269   14942350    443      28  35986      -1.2979      0.86692    1.3323e-15      -1.2979
_SET1_   ENSG00000011405    11   17049277   17279530    508      19  35986       2.1593    0.0085852    1.3323e-15       2.1593
_SET1_   ENSG00000006071    11   17364432   17548449    677      62  35986     -0.75435      0.71215    1.2212e-15     -0.75435
_SET1_   ENSG00000129152    11   17691115   17793678    329      35  35986     -0.13081      0.48832    1.2212e-15     -0.13081
_SET1_   ENSG00000109854    11   20335231   20455329    436      32  35986         1.47     0.049695    1.3323e-15         1.47
_SET1_   ENSG00000148935    11   22597188   22884601    701      49  35986       1.1457     0.087943    1.3323e-15       1.1457
_SET1_   ENSG00000205213    11   27337508   27544322    395      37  35986     -0.77561      0.72426    1.2212e-15     -0.77561
_SET1_   ENSG00000176697    11   27626440   27793605    317      30  35986      -1.4032      0.88787    1.3323e-15      -1.4032
_SET1_   ENSG00000184937    11   32359321   32507176    622      29  35986     -0.88915      0.75883    1.2212e-15     -0.88915
_SET1_   ENSG00000135387    11   34023230   34172703    403      16  35986      0.90256      0.14532    1.2212e-15      0.90256
_SET1_   ENSG00000026508    11   35110417   35303949    658      66  35986      0.49543      0.25158    1.2212e-15      0.49543
_SET1_   ENSG00000148948    11   40085753   41531323   3940     187  35986      0.22458      0.30115    1.2212e-15      0.22458
_SET1_   ENSG00000157613    11   46249212   46392972    227      39  35986      -3.1505      0.99906    1.3323e-15      -3.1505
_SET1_   ENSG00000180210    11   46690730   46811056    192      20  35986      -3.1214      0.99928    1.3323e-15      -3.1214
_SET1_   ENSG00000134569    11   46828419   46990193    246      21  35986      -3.1224      0.99992    1.3323e-15      -3.1224
_SET1_   ENSG00000165916    11   47390320   47497993    244      18  35986      -3.2035      0.99996    1.3323e-15      -3.2035
_SET1_   ENSG00000134817    11   56951051   57054709    288      23  35986      -1.3315      0.87329    1.3323e-15      -1.3315
_SET1_   ENSG00000242689    11   58340146   58443198    282      14  35986       2.3045    0.0058786    1.3323e-15       2.3045
_SET1_   ENSG00000072518    11   63556400   63728491    300      20  35986      -0.3081      0.54011    1.2212e-15      -0.3081
_SET1_   ENSG00000173511    11   63952010   64056259    184      25  35986      -1.3535      0.88276    1.3323e-15      -1.3535
_SET1_   ENSG00000110047    11   64569114   64705768    269      25  35986       0.1449       0.3919    1.2212e-15       0.1449
_SET1_   ENSG00000149798    11   65032289   65139900    152      24  35986      0.63073      0.23176    1.2212e-15      0.63073
_SET1_   ENSG00000172757    11   65540493   65679497    326      26  35986         1.26     0.072469    1.3323e-15         1.26
_SET1_   ENSG00000173156    11   66774289   66889484    151      37  35986      -1.2009      0.87717    1.3323e-15      -1.2009
_SET1_   ENSG00000172830    11   67020919   67130078    143      18  35986      -1.9743      0.98185    1.3323e-15      -1.9743
_SET1_   ENSG00000172725    11   67155519   67261292    130      16  35986     -0.31385      0.55543    1.2212e-15     -0.31385
_SET1_   ENSG00000069482    11   68401247   68508643    321      22  35986      0.36339      0.29562    1.2212e-15      0.36339
_SET1_   ENSG00000085733    11   70194510   70332690    247      22  35986     -0.38097      0.58061    1.2212e-15     -0.38097
_SET1_   ENSG00000186635    11   72346114   72554644    482      34  35986      0.48802      0.24444    1.2212e-15      0.48802
_SET1_   ENSG00000171533    11   75247963   75430165    470      42  35986     -0.90368      0.76308    1.2212e-15     -0.90368
_SET1_   ENSG00000085741    11   75847369   75971780    437      51  35986      0.34444      0.29977    1.2212e-15      0.34444
_SET1_   ENSG00000149269    11   76982752   77235680    584      26  35986      -1.4436      0.89243    1.3323e-15      -1.4436
_SET1_   ENSG00000149256    11   78313876   79201992   2545     214  35986      0.62514      0.18434    1.2212e-15      0.62514
_SET1_   ENSG00000174804    11   86606721   86716433    398      37  35986      0.11749      0.39221    1.2351e-15      0.11749
_SET1_   ENSG00000166575    11   86698886   87084800   1946      46  35986       0.2106      0.29324    1.2212e-15       0.2106
_SET1_   ENSG00000137672    11  101272295  101793293   2117      55  35986       1.0517     0.082524    1.3323e-15       1.0517
_SET1_   ENSG00000137674    11  102397566  102546063    714      48  35986     -0.33525      0.54774    1.2212e-15     -0.33525
_SET1_   ENSG00000137710    11  109995605  110217447    508      26  35986     -0.26474      0.51524    1.2212e-15     -0.26474
_SET1_   ENSG00000118137    11  116656467  116758666    339      33  35986      0.17105      0.37327    1.2212e-15      0.17105
_SET1_   ENSG00000019144    11  118427155  118578741    399      21  35986     -0.31124      0.53932    1.2212e-15     -0.31124
_SET1_   ENSG00000186174    11  118714584  118846317    341      42  35986      -1.4605      0.90072    1.3323e-15      -1.4605
_SET1_   ENSG00000154096    11  119238090  119345695    216      14  35986       2.6343    0.0022957    1.3323e-15       2.6343
_SET1_   ENSG00000134954    11  128278656  128507453    566      66  35986        2.112      0.01119    1.3323e-15        2.112
_SET1_   ENSG00000060237    12     811759    1070618    668      48  35986       2.1129      0.01032    1.3323e-15       2.1129
_SET1_   ENSG00000067182    12    6387923    6501280    368      61  35986      0.19845      0.36169    1.2212e-15      0.19845
_SET1_   ENSG00000215021    12    7024490    7129988    154      25  35986     0.092065      0.42497    1.2351e-15     0.092065
_SET1_   ENSG00000065970    12    8135299    8258099    269      29  35986      0.67435      0.18929    1.2212e-15      0.67435
_SET1_   ENSG00000171860    12    8160898    8269067    204      35  35986      0.76549      0.17011    1.2212e-15      0.76549
_SET1_   ENSG00000151490    12   15425331   15800333    745      59  35986       1.2369     0.077378    1.3323e-15       1.2369
_SET1_   ENSG00000151491    12   15723092   16085263    353      48  35986      0.36836      0.33121    1.2212e-15      0.36836
_SET1_   ENSG00000110888    12   30812486   30957885    419      25  35986     0.057686      0.39451    1.2282e-15     0.057686
_SET1_   ENSG00000139132    12   32502463   32848984   1455      55  35986    -0.014218      0.39979    1.2299e-15    -0.014218
_SET1_   ENSG00000087470    12   32782134   32948486    695      27  35986       1.0439      0.10486    1.3323e-15       1.0439
_SET1_   ENSG00000188906    12   40540546   40813087   1150      40  35986      -0.1941      0.48182    1.2212e-15      -0.1941
_SET1_   ENSG00000139174    12   42802140   43034157    790      53  35986      0.57423      0.21821    1.2212e-15      0.57423
_SET1_   ENSG00000079337    12   48078455   48214823    437      44  35986      0.90428      0.14208    1.2212e-15      0.90428
_SET1_   ENSG00000061273    12   48126505   48276915    470      60  35986       1.0433      0.11303    1.3323e-15       1.0433
_SET1_   ENSG00000111424    12   48185320   48386831    613      64  35986      0.89144      0.14175    1.2212e-15      0.89144
_SET1_   ENSG00000172602    12   49200928   49309681    248      32  35986      0.29206      0.31425    1.2212e-15      0.29206
_SET1_   ENSG00000125084    12   49322398   49425459    192      19  35986      0.55647      0.22345    1.2212e-15      0.55647
_SET1_   ENSG00000161791    12   49981724   50151948    313      13  35986       0.9434      0.18657    1.2212e-15       0.9434
_SET1_   ENSG00000161813    12   50736166   50923787    351      18  35986       1.4286     0.055952    1.3323e-15       1.4286
_SET1_   ENSG00000139610    12   51672227   51790463    341      30  35986     -0.22166      0.51473    1.2212e-15     -0.22166
_SET1_   ENSG00000139567    12   52250692   52367145    339      43  35986      0.89557      0.14689    1.2212e-15      0.89557
_SET1_   ENSG00000167768    12   53018520   53124191    432      37  35986     -0.34679      0.56313    1.2212e-15     -0.34679
_SET1_   ENSG00000185591    12   53723960   53860230    219      17  35986    -0.014626      0.43774    1.2299e-15    -0.014626
_SET1_   ENSG00000123388    12   54316910   54421427    222      33  35986     -0.78047      0.72867    1.2212e-15     -0.78047
_SET1_   ENSG00000161638    12   54739045   54863244    178      27  35986     -0.99772      0.81825    1.2212e-15     -0.99772
_SET1_   ENSG00000135424    12   56028352   56159827    274      36  35986     -0.99176      0.78912    1.2212e-15     -0.99176
_SET1_   ENSG00000170581    12   56685381   56803939    155      17  35986       1.2754      0.10765    1.3323e-15       1.2754
_SET1_   ENSG00000123384    12   57472276   57657134    257      36  35986       1.1036      0.10063    1.3323e-15       1.1036
_SET1_   ENSG00000111087    12   57803918   57916045    180      21  35986      -0.8779      0.75446    1.2212e-15      -0.8779
_SET1_   ENSG00000149948    12   66167911   66410075    486      48  35986      0.30944      0.33105    1.2212e-15      0.30944
_SET1_   ENSG00000155974    12   66691211   67247966   1800      98  35986     -0.65257      0.64716    1.2212e-15     -0.65257
_SET1_   ENSG00000166225    12   69814129   70023562    559      30  35986      -1.1941      0.83841    1.3323e-15      -1.1941
_SET1_   ENSG00000080371    12   72098654   72234699    314      24  35986    -0.071651      0.48982    1.2351e-15    -0.071651
_SET1_   ENSG00000067715    12   79207773   79895788   1503      73  35986     -0.10477      0.45471    1.2351e-15     -0.10477
_SET1_   ENSG00000111046    12   81051277   81153253    273      18  35986      0.72673      0.17851    1.2212e-15      0.72673
_SET1_   ENSG00000111049    12   81060691   81163452    273      19  35986      0.62991      0.20503    1.2212e-15      0.62991
_SET1_   ENSG00000011465    12   91489025   91626900    290      20  35986      0.22763      0.44733    1.2212e-15      0.22763
_SET1_   ENSG00000133639    12   92486286   92589673    303      29  35986       1.0111      0.12044    1.3323e-15       1.0111
_SET1_   ENSG00000136040    12   94492499   94751451    860      88  35986       1.4229     0.055626    1.3323e-15       1.4229
_SET1_   ENSG00000180263    12   95420525   95661258    759      30  35986     -0.54913      0.64189    1.2212e-15     -0.54913
_SET1_   ENSG00000074527    12   96001583   96234930    932      73  35986      0.47913      0.24483    1.2212e-15      0.47913
_SET1_   ENSG00000110880    12  108988885  109175372    458      40  35986     -0.23346      0.52446    1.2212e-15     -0.23346
_SET1_   ENSG00000084112    12  109126466  109301366    364      35  35986      0.72305      0.18658    1.2212e-15      0.72305
_SET1_   ENSG00000111249    12  111421828  111838358    517      34  35986     -0.10391      0.49079    1.2351e-15     -0.10391
_SET1_   ENSG00000111344    12  113486624  113624044    427      32  35986      -1.2852      0.87292    1.3323e-15      -1.2852
_SET1_   ENSG00000089225    12  114741736  114896247    518      48  35986     -0.47452      0.61292    1.2212e-15     -0.47452
_SET1_   ENSG00000174989    12  117298761  117518953    526      20  35986     -0.40673      0.59262    1.2212e-15     -0.40673
_SET1_   ENSG00000139725    12  122165664  122291309    293      24  35986      0.63418      0.21586    1.2212e-15      0.63418
_SET1_   ENSG00000110801    12  122276637  122406203    382      21  35986      0.98151      0.11835    1.2212e-15      0.98151
_SET1_   ENSG00000132950    13   20347622   20487776    446      15  35986      0.43938      0.28094    1.2212e-15      0.43938
_SET1_   ENSG00000121741    13   20482810   20715968    588      40  35986      0.48758      0.25457    1.2212e-15      0.48758
_SET1_   ENSG00000127870    13   26656253   26846791    770      37  35986      0.60516       0.2074    1.2212e-15      0.60516
_SET1_   ENSG00000132970    13   27081840   27313085    892      42  35986    -0.088541      0.44593    1.2351e-15    -0.088541
_SET1_   ENSG00000165556    13   28486274   28595276    325      36  35986     -0.16373      0.49015    1.2212e-15     -0.16373
_SET1_   ENSG00000102755    13   28824489   29119265    740      62  35986      0.36093      0.30487    1.2212e-15      0.36093
_SET1_   ENSG00000133121    13   33627272   33974767    949      68  35986       0.7527      0.16738    1.2212e-15       0.7527
_SET1_   ENSG00000133104    13   36825775   36994317    565      19  35986     -0.11102       0.4523    1.2351e-15     -0.11102
_SET1_   ENSG00000133110    13   38086720   38222981    492      31  35986      0.89249      0.13688    1.2212e-15      0.89249
_SET1_   ENSG00000102760    13   41981695   42095018    397      43  35986      -1.2798       0.8664    1.3323e-15      -1.2798
_SET1_   ENSG00000080618    13   46577321   46729211    461      28  35986     -0.61821      0.65669    1.2212e-15     -0.61821
_SET1_   ENSG00000136110    13   53227399   53363947    375      30  35986       1.1063      0.10192    1.3323e-15       1.1063
_SET1_   ENSG00000102837    13   53552894   53676192    384      44  35986       1.0262      0.11345    1.3323e-15       1.0262
_SET1_   ENSG00000005810    13   77568792   77951185    787      31  35986      0.69062      0.21382    1.2212e-15      0.69062
_SET1_   ENSG00000136158    13   80860111   80965086    222      39  35986     -0.76688      0.73003    1.2212e-15     -0.76688
_SET1_   ENSG00000178235    13   84401344   84506528    341      22  35986      -1.7849      0.95025    1.3323e-15      -1.7849
_SET1_   ENSG00000183098    13   93829095   95109655   3558     186  35986      0.97905      0.10069    1.2212e-15      0.97905
_SET1_   ENSG00000125249    13   98036476   98171382    220      23  35986      0.63985      0.23197    1.2212e-15      0.63985
_SET1_   ENSG00000125266    13  107092079  107237462    307      56  35986      0.76552      0.17519    1.2212e-15      0.76552
_SET1_   ENSG00000102524    13  108853588  109010832    394      55  35986     -0.56165      0.66163    1.2212e-15     -0.56165
_SET1_   ENSG00000134871    13  110908159  111215374   1501     140  35986      0.71092      0.17979    1.2212e-15      0.71092
_SET1_   ENSG00000102606    13  111716906  112008084   1004      66  35986      0.11108      0.37584    1.2351e-15      0.11108
_SET1_   ENSG00000100804    14   23435752   23554439    207      38  35986     -0.68164      0.69685    1.2212e-15     -0.68164
_SET1_   ENSG00000222028    14   23461376   23563269    197      37  35986     -0.32162      0.56447    1.2212e-15     -0.32162
_SET1_   ENSG00000100884    14   24490046   24597309    240      52  35986      0.29738      0.34154    1.2212e-15      0.29738
_SET1_   ENSG00000092010    14   24555367   24658176    177      32  35986      -0.5197      0.64062    1.2212e-15      -0.5197
_SET1_   ENSG00000100911    14   24562574   24666779    183      32  35986     -0.85662      0.75599    1.2212e-15     -0.85662
_SET1_   ENSG00000100968    14   24784879   24898810    373      44  35986      0.76607      0.17851    1.2212e-15      0.76607
_SET1_   ENSG00000092009    14   24924559   25027471    537      15  35986     -0.53988      0.62287    1.2212e-15     -0.53988
_SET1_   ENSG00000184304    14   29995687   30711104   1831     126  35986      0.91103      0.12772    1.2212e-15      0.91103
_SET1_   ENSG00000100473    14   31293720   31414271    361      45  35986      0.62852      0.21078    1.2212e-15      0.62852
_SET1_   ENSG00000100902    14   35697839   35836699    478      30  35986     -0.63353       0.6802    1.2212e-15     -0.63353
_SET1_   ENSG00000198807    14   37076773   37198920    373      34  35986      0.27192      0.31752    1.2212e-15      0.27192
_SET1_   ENSG00000100503    14   51136481   51347839    601      53  35986     -0.28958      0.53828    1.2212e-15     -0.28958
_SET1_   ENSG00000100519    14   53123890   53245305    224      27  35986       0.8718      0.14286    1.2212e-15       0.8718
_SET1_   ENSG00000073712    14   53273986   53469153    427      30  35986       0.1147      0.37842    1.2351e-15       0.1147
_SET1_   ENSG00000100523    14   53460686   53670000    467      26  35986     -0.23184      0.52378    1.2212e-15     -0.23184
_SET1_   ENSG00000125378    14   54366454   54475479    310      38  35986      -0.7621      0.72075    1.2212e-15      -0.7621
_SET1_   ENSG00000165588    14   57217425   57327197    295      39  35986       1.1968     0.087728    1.3323e-15       1.1968
_SET1_   ENSG00000100567    14   58661549   58788730    211      18  35986       3.0348   0.00064174    1.3323e-15       3.0348
_SET1_   ENSG00000165617    14   59050685   59165039    315      41  35986       5.7983   1.2727e-09    8.8818e-16       5.7983
_SET1_   ENSG00000100592    14   59605364   59888123    919      38  35986        2.832    0.0011455    1.3323e-15        2.832
_SET1_   ENSG00000126778    14   61060133   61174977    208      20  35986      0.35077      0.33075    1.2212e-15      0.35077
_SET1_   ENSG00000100625    14   61126246   61241066    162      18  35986     -0.07917      0.48378    1.2351e-15     -0.07917
_SET1_   ENSG00000100644    14   62112231   62264976    388      31  35986     -0.43307      0.62384    1.2212e-15     -0.43307
_SET1_   ENSG00000126785    14   63620832   63809937    540      39  35986      0.24649       0.3436    1.2212e-15      0.24649
_SET1_   ENSG00000213463    14   70788148   70933778    534      26  35986      -1.0326      0.80466    1.3323e-15      -1.0326
_SET1_   ENSG00000197555    14   71737166   72257946    778      34  35986       1.4537     0.049438    1.3323e-15       1.4537
_SET1_   ENSG00000080815    14   73553126   73740399    416      29  35986     -0.46139      0.62733    1.2212e-15     -0.46139
_SET1_   ENSG00000119630    14   75358537   75472487    234      25  35986     -0.67526      0.68167    1.2212e-15     -0.67526
_SET1_   ENSG00000071246    14   77178532   77299354    436      48  35986      0.43311      0.27863    1.2212e-15      0.43311
_SET1_   ENSG00000100764    14   90672839   90788968    316      14  35986      -1.3918      0.87832    1.3323e-15      -1.3918
_SET1_   ENSG00000011114    14   93653896   93849438    556      31  35986       1.6299     0.036184    1.3323e-15       1.6299
_SET1_   ENSG00000176438    14   95833831   95992173    730     110  35986     -0.99435      0.79906    1.2212e-15     -0.99435
_SET1_   ENSG00000140105    14  100750125  100893142    337      27  35986     -0.05693      0.44947    1.2282e-15     -0.05693
_SET1_   ENSG00000197406    14  101977688  102079789    249      39  35986       0.8402      0.16384    1.2212e-15       0.8402
_SET1_   ENSG00000203485    14  105105943  105235942    465      50  35986     -0.60482      0.66499    1.2212e-15     -0.60482
_SET1_   ENSG00000068793    15   22842005   23056016    819      87  35986    -0.010336      0.43622    1.2299e-15    -0.010336
_SET1_   ENSG00000206190    15   25872420   26160317   1309     130  35986     -0.16286      0.49288    1.2212e-15     -0.16286
_SET1_   ENSG00000175344    15   32272691   32514722    548      49  35986      -2.0967       0.9724    1.3323e-15      -2.0967
_SET1_   ENSG00000166923    15   32960175   33076870    472      45  35986      0.82387      0.15518    1.2212e-15      0.82387
_SET1_   ENSG00000166068    15   38494527   38699450    632      24  35986       0.2154      0.34407    1.2212e-15       0.2154
_SET1_   ENSG00000137801    15   39823280   39941667    265      12  35986       2.0561     0.013029    1.3323e-15       2.0561
_SET1_   ENSG00000188277    15   41012159   41114643    193      19  35986     0.020539      0.41072    1.2317e-15     0.020539
_SET1_   ENSG00000104140    15   41114412   41216487    213      19  35986     -0.45248      0.60997    1.2212e-15     -0.45248
_SET1_   ENSG00000128917    15   41171538   41281237    219      28  35986       1.3992     0.056192    1.3323e-15       1.3992
_SET1_   ENSG00000137825    15   41735591   41845747    258      25  35986     -0.17123      0.49127    1.2212e-15     -0.17123
_SET1_   ENSG00000166947    15   43348423   43563481    228      26  35986     -0.35813      0.58207    1.2212e-15     -0.35813
_SET1_   ENSG00000137872    15   47426298   48116420   2050      72  35986      0.24118      0.28953    1.2212e-15      0.24118
_SET1_   ENSG00000140285    15   49665293   49830972    539      21  35986     -0.29494      0.53735    1.2212e-15     -0.29494
_SET1_   ENSG00000069869    15   56069120   56335944   1160      44  35986     -0.20773      0.49149    1.2212e-15     -0.20773
_SET1_   ENSG00000137845    15   58837403   59092177    586      24  35986      -1.0017      0.79176    1.3323e-15      -1.0017
_SET1_   ENSG00000140416    15   63284831   63414114    533      36  35986       2.5196    0.0033153    1.3323e-15       2.5196
_SET1_   ENSG00000103769    15   65968392   66234329    556      24  35986       -1.118      0.83034    1.3323e-15       -1.118
_SET1_   ENSG00000169032    15   66629155   66834650    587      24  35986     -0.61142       0.6699    1.2212e-15     -0.61142
_SET1_   ENSG00000137764    15   67785047   68149461    868      27  35986     -0.64006      0.66159    1.2212e-15     -0.64006
_SET1_   ENSG00000067225    15   72441370   72574164    227      21  35986       1.3474     0.078335    1.3323e-15       1.3474
_SET1_   ENSG00000137817    15   72483522   72615340    241      24  35986       1.1769      0.12119    1.3323e-15       1.1769
